"AppOK","DataFile","AppData","DskLocal","PrtSpool","PrtOn","PrtPaper","NetPrint","PrtDriver","PrtThread","EMFOK","GDIIN","DrvSet","DrvOK","GDIOUT","PrtSel","PrtDataOut","PrtPath","NtwrkCnfg","PTROFFLINE","NetOK","PrtCbl","PrtPort","CblPrtHrdwrOK","LclOK","DSApplctn","PrtMpTPth","DS_NTOK","DS_LCLOK","PC2PRT","PrtMem","PrtTimeOut","FllCrrptdBffr","TnrSpply","PrtData","Problem1","AppDtGnTm","PrntPrcssTm","DeskPrntSpd","PgOrnttnOK","PrntngArOK","ScrnFntNtPrntrFnt","CmpltPgPrntd","GrphcsRltdDrvrSttngs","EPSGrphc","NnPSGrphc","PrtPScript","PSGRAPHIC","Problem4","TrTypFnts","FntInstlltn","PrntrAccptsTrtyp","TTOK","NnTTOK","Problem5","LclGrbld","NtGrbld","GrbldOtpt","HrglssDrtnAftrPrnt","REPEAT","AvlblVrtlMmry","PSERRMEM","TstpsTxt","GrbldPS","IncmpltPS","PrtFile","PrtIcon","Problem6","Problem3","PrtQueue","NtSpd","Problem2","PrtStatPaper","PrtStatToner","PrtStatMem","PrtStatOff"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Offline","No","Connected","Yes","Operational","Yes","DOS","Correct","No","Yes","No","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Offline","No","Connected","Yes","Operational","Yes","Windows","Incorrect","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","No","OK","Yes","Yes","Correct","Reinstalled","No","Yes","No","Correct","Correct","Offline","No","Connected","Yes","Operational","Yes","DOS","Correct","No","Yes","No","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","No","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Incorrect","Offline","No","Connected","Yes","Operational","Yes","DOS","Incorrect","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","Slow","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","No","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Too_Short","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","OFFLINE__OFF"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","DOS","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Incorrect","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","No","OK","Yes","Yes","Correct","Reinstalled","No","Yes","No","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","No","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","No","Yes","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","Yes","Yes","Yes","Normal","Yes","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Incorrect","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","No","No","Yes","No","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Disabled","No","Has_Paper","No__Local_printer_","No","OK","Yes","Yes","Correct","Corrupt","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","DOS","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","No","Yes","Yes","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","Yes","Yes","Yes","Normal","Yes","Yes","Short","OK","OK","No_Error","Low__None","No_Error","OFFLINE__OFF"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","No","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","No","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","OFFLINE__OFF"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","No_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Too_Short","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","No","No","Yes","No","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","Jam__Out__Bin_Full","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Disabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Offline","No","Connected","Yes","Operational","Yes","Windows","Correct","No","Yes","No","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","No","No","Yes","No","Yes","Yes","No","Too_Long","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","No","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","No","No","Yes","No","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","OFFLINE__OFF"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Low","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","Low__None","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","No","OK","No","No","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","No","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","No","No","No","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","No","No","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","No","Greater_than_2_Mb","Long_Enough","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","No","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Corrupt","No","Yes","No","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Incorrect","No","Yes","No","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","DOS","Incorrect","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","DOS","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Full_or_Corrupt","Adequate","No","No_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","No","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","No","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","DOS","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","Yes__Network_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","Yes","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Incorrect","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Online","Yes","Connected","Yes","Operational","Yes","Windows","Correct","Yes","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","OFFLINE__OFF"
"Correct","Correct","Correct","Greater_than_2_Mb","Enabled","Yes","Has_Paper","No__Local_printer_","Yes","OK","Yes","Yes","Correct","Reinstalled","Yes","Yes","Yes","Correct","Correct","Offline","No","Connected","Yes","Operational","Yes","Windows","Correct","No","Yes","Yes","Greater_than_2_Mb","Long_Enough","Intact__not_Corrupt_","Adequate","Yes","Normal_Output","Fast_Enough","Fast_Enough","OK","Correct","Correct","Yes","Yes","Correct","No____TIF___WMF___BMP_","Yes","No","Yes","Yes","Yes","Verified","Yes","Yes","Yes","Yes","Yes","Yes","No","Fast_Enough","Yes__Always_the_Same_","Adequate____1Mb_","No_Error","x_1_Mb_Available_VM","No","Yes","Yes","Normal","No","Yes","Short","OK","OK","No_Error","No_Error","No_Error","No_Error"
